provider_name,agreement_name,service_name,step_name,sender_name,requests,message_parts
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKKOMBANKNoDL","1NonSmsCRDrB","NLBKB","3856204","4159794"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK_OTPBankaSpecCh","Pure_MT","OTP_Info","3685514","3896774"
"ComTradeITSS","ComTradeITSSBulkOnDemand","EuronetAIK","1NonSmsCRDrB","AikBanka","1665123","1716941"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKPOSTEDNoDL","Isporuka","posted","1313733","1534313"
"Akton_Bulk","BulkOnDemand","SrnAssecoBO","pureMT","EuroDirekt","1481658","1504759"
"NTHMedia","NthBulkOnDemand","N_1599UniCredit","PureMT","Unicredit","1445852","1445854"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKBancaIntesaNoDL","1NonSmsCRDrB","BancaIntesa","1103183","1401688"
"NTHMedia","NthBulkOnDemand","N_1599POSTED","PureMT","POSTED","1365977","1365977"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKRaiffeisen","1NonSmsCRDrB","Raiffeisen","1129245","1277679"
"Infobip","InfobipBulkOnDemand","Banking_Infobip","1NonSmsCRDrB","ErsteBank","532805","589990"
"Infobip","InfobipBulkOnDemand","Banking_Infobip","1NonSmsCRDrB","ADDIKO","531958","539139"
"Infobip","InfobipBulkOnDemand","Banking_Infobip","1NonSmsCRDrB","Unicredit","395902","413032"
"mtsBanka","mtsBankaPureMT","mtsBankaPureMT","PureMT","posted","241175","383501"
"Akton_Bulk","BulkSubscriptionStarion","SrnPlaneta1","Delivery","Planeta","380676","381762"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKMobiBankaNoDL","Isporuka","Yettel.Bank","331596","354559"
"NTHMedia","NTHBulkFull","S1599DrMax_NTHSpecChar","PureMT","Dr.Max","256817","256817"
"CePP","CeppBulkOnDemand","CeppBulkBanke","BulkBanke","POSTA","230065","255504"
"NTHMedia","NTHBulkFull","S1599NIS_SNNPNTHSp","PureMT","NIS.SNNP","84016","240837"
"Akton_Bulk","BulkOnDemand","SrnAssecoBO","pureMT","Alta_Banka","156430","162153"
"Akton_Bulk","BulkOnDemand","SrnAssecoBO","pureMT","HALKBANK","136832","136852"
"NTHMedia","NthBulkOnDemand","N1599_OTP_info","Isporuka","OTP_info","133740","133740"
"Akton_Bulk","BulkOnDemand","SrnAlgBO","PureMT","SBB","72945","130189"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKProCreditNoDL","1NonSmsCRDrB","ProCredit","111358","127030"
"Infobip","InfobipBulkSubscription","BANCAINTESA","MtSms","BANCAINTESA","52096","120270"
"NTHMedia","NTHBulkFull","S1599Dormeohome_Ch","PureMT","Dormeo_home","102769","111549"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKHALKBANKNoDL","Isporuka","HALKBANK","110464","110464"
"NTHMedia","NTHBulkFull","S1599Prime360","PureMT","Prime360","100768","101179"
"Halcom","HalcomBulkOnDemand","ALMSGGWNoDL","PureMT","ErsteBanka","96627","96627"
"Infobip","InfobipBulkOnDemand","Banking_Infobip","1NonSmsCRDrB","Yettel.Bank","47519","93873"
"NTHMedia","NTHBulkFull","S1599IQOSSrb","PureMT","IQOSSrbija","54377","91344"
"Infobip","InfobipBulkOnDemand","Banking_Infobip","1NonSmsCRDrB","UniCreditRS","54618","84500"
"TelekomSrbija","TelekomSrbijaBulkOnDemand","TarifniDodaciMT","1NonSms","mts","76641","79177"
"Akton_Bulk","BulkSubscriptionStarion","MERIDIAN","Delivery","MERIDIAN","79164","79164"
"Akton_Bulk","BulkSubscriptionStarion","SrnMozzart","Delivery","Mozzart","72842","72842"
"ComTradeITSS","ComTradeITSSBulkOnDemand","MT_SpecialCharSender","Pure_MT","OTP_Promo","29736","69223"
"ComTradeITSS","ComTradeITSSBulkSubsciption","Bulk5005DR2","Delivery","LCWAIKIKI","27236","68200"
"ComTradeITSS","ComTradeITSSBulkSubsciption","Bulk5005DR","Delivery","GENERALI","59409","65570"
"Akton_Bulk","BulkSubsciption","SrnFormaIdeale_notif","Delivery","FormaIdeale","18982","56946"
"Akton_Bulk","BulkSubscriptionStarion","SrnLilly","Delivery","Lilly","37340","56216"
"Halcom","HalcomBulkOnDemand","ALMSGGWNoDL","PureMT","NLB_BizKlik","56171","56173"
"NTHMedia","NthBulkOnDemand","N1599sportbonus","MT","sportbonus","55982","56008"
"Halcom","HalcomBulkOnDemand","ALMSGGWNoDL","PureMT","1335","50000","50000"
"CePP","CePPBulkSubsciption","CePPSmsBulkDr","Delivery","SANIOPTIK","47755","47755"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKNoDL","Pure_MT","SportBonus","47363","47369"
"Infobip","InfobipBulkOnDemand","Banking_Infobip","1NonSmsCRDrB","TehPregled","30482","42793"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","ORION","41911","41911"
"TelekomSrbija","TelekomSrbijaBulkOnDemand","OLMsendSms","1NonSmsFoC","2020","39268","39268"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","Cityexpress","38272","38577"
"Infobip","InfobipBulkSubscription","BenuPlus","MtSms","BenuPlus","38576","38576"
"Infobip","InfobipBulkOnDemand","Banking_Infobip","1NonSmsCRDrB","BEXEXPRESS","31828","37310"
"Infobip","InfobipBulkSubscription","KING","MtSms","KING","34325","37051"
"Infobip","Infobip_OTT_SocNet","OTT_SocNet_Infobip","Isporuka","CCC Klub","37034","37034"
"NTHMedia","NTHBulkFull","S1599Promo_info","PureMT","Promo_info","32203","36038"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","Dexpress","35527","35531"
"Infobip","InfobipBulkSubscription","MaxBet","MtSms","MaxBet","28778","33796"
"Infobip","InfobipBulkOnDemand","Banking_Infobip","1NonSmsCRDrB","Euro-Direkt","32885","32885"
"Akton_Bulk","BulkSubscriptionStarion","Madamecoco1","Delivery","Madamecoco1","21855","32651"
"Akton_Bulk","BulkOnDemand","SrnAssecoBO","pureMT","ERSTEBANK","27400","32263"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","PanAgent","30624","30865"
"Halcom","HalcomBulkOnDemand","ALMSGGWNoDL","PureMT","OTP_banka","28244","28244"
"Akton_Bulk","BulkSubscriptionStarion","SrnTomTailor","Delivery","Tom_Tailor","27492","27492"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","ArenaCloud","26004","26004"
"Akton_Bulk","BulkSubscriptionStarion","SrnKlett","Delivery","Klett","13800","25493"
"Akton_Bulk","BulkOnDemand","SrnAssecoBO","pureMT","AdriaticbnS","24609","24610"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","CSINERGIJA","24018","24118"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKNoDL","Pure_MT","OBUCA_MANIA","23735","23735"
"NTHMedia","NTHBulkFull","S1599budihuman","PureMT","budihuman","11332","23404"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","UniCredit","23020","23388"
"InstitutMihajloPupin","IMPOnDemand","IMPProjectE","MT","SZEN","23063","23093"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKNoDL","Pure_MT","Dajte_krv","22888","22984"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","Gls","22668","22668"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK_OBSbankaSpecCh","MT_Spec","3Banka","12946","22449"
"Akton_Bulk","BulkSubsciption","SrnNSport","Delivery","NSport","20562","21735"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKNoDL","Pure_MT","PerSu","21368","21368"
"Akton_Bulk","BulkOnDemand","SrnAssecoBO","pureMT","mBanking","10635","21088"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKNoDL","Pure_MT","AKS","20577","20577"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKPORESKANoDL","Isporuka","ePorezi","19414","19490"
"NTHMedia","NthBulkOnDemand","N_1599NTH_Verify","MT","NIS_Verify","18113","18980"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","SnF","18937","18937"
"Akton_Bulk","BulkSubscriptionStarion","Srn_ALIDEDA","Delivery","ALIDEDA","18715","18785"
"NTHMedia","NTHBulkFull","S1599NIS","Isporuka","NIS","6067","18330"
"Infobip","InfobipBulkSubscription","SKartica","Delivery","S.Kartica","9148","18291"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","WSO","11175","18229"
"NTHMedia","NTHBulkFull","S1599BalkanBet","PureMT","BalkanBet","16107","17060"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","OTPOS","5586","16590"
"NTHMedia","NthBulkOnDemand","N_1599EVIDENT_RS_NthSpecK","MT","EVIDENT.RS","15260","16417"
"Akton_Bulk","BulkSubscriptionStarion","SrnAstroSaveti","Delivery","AstroSaveti","16221","16221"
"CePP","CeppBulkOnDemand","CeppBulkBanke","BulkBanke","eUprava","14395","15620"
"NTHMedia","NthBulkOnDemand","N_1599Kliping","MT","Kliping","15162","15162"
"Akton_Bulk","BulkOnDemand","SrnAssecoBO","pureMT","ProCredit","15101","15101"
"Akton_Bulk","BulkSubscriptionStarion","Orozovic","Delivery","Orozovic","9773","14907"
"Infobip","Infobip_OTT_SocNet","OTT_SocNet_Infobip","Isporuka","AirSerbia","14874","14874"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","ASTRA_net","7462","14828"
"CePP","CeppBulkOnDemand","CePP_InfoStanjeSender","Isporuka","PARKING","13746","14457"
"NTHMedia","NTHBulkFull","S1599LCWaikiki_SpCh","PureMT","LC-Waikiki","13717","13796"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","SINSAY","6952","12654"
"NTHMedia","NTHBulkFull","S1599DEICHMANN","PureMT","DEICHMANN","6048","12096"
"CePP","CePPBulkSubsciption","CePPSmsBulkDr","Delivery","2322","8823","11925"
"NTHMedia","NthBulkOnDemand","N1599_ChipCard","Isporuka","ChipCard","11378","11378"
"ComTradeITSS","ComTradeITSSBulkOnDemand","MT_SpecialCharSender","Pure_MT","Beo_Lab","11226","11227"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","Info-Tim","7641","11211"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKNoDL","Pure_MT","ODMCINFO","6140","11098"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","Triglav","3843","10843"
"InstitutMihajloPupin","IMPOnDemand","IMPProjectE","MT","""5193""","10763","10763"
"NTHMedia","NTHBulkFull","S1599Lukoil","PureMT","Lukoil","10731","10731"
"Infobip","InfobipBulkOnDemand","Banking_Infobip","1NonSmsCRDrB","BenuInfo","10726","10726"
"mtssi","BulkOnDemand","AdBaloo","PureMT","AdBaloo","10572","10572"
"Fonlider","OneClickSubscriprionBulk","OneClickSMSBulk","Isporuka","TAROT","10390","10390"
"Infobip","InfobipBulkSubscription","LINKSAV","MtSms","Savremena","5553","10183"
"Infobip","InfobipBulkSubscription","AdmiralBet","MtSms","AdmiralBet","10078","10079"
"ComTradeITSS","ComTradeITSSBulkOnDemand","MT_SpecialCharSender","Pure_MT","3Banka.prom","3317","9951"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","RESERVED","4895","9788"
"Akton_Bulk","BulkSubscriptionStarion","Alta_Banka","Delivery","Alta_Banka","2429","9716"
"Infobip","InfobipBulkOnDemand","Banking_Infobip","1NonSmsCRDrB","NIS.SMS.HSE","2361","9553"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","MOJKIOSK","9443","9448"
"Akton_Bulk","BulkSubscriptionStarion","SrnPenzionerPolycom","Isporuka","UdrPenzServ","3101","9303"
"Infobip","InfobipBulkOnDemand","Banking_Infobip","1NonSmsCRDrB","Raiffeisen","7194","8775"
"NTHMedia","NTHBulkFull","S1599Soccerbet","PureMT","Soccerbet","8599","8599"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","SrediMe","8254","8254"
"Akton_Bulk","BulkSubscriptionStarion","SrnNina","Delivery","NINAMEDIA","7061","8150"
"Fonlider","OneClickSubscriprionBulk","OneClickSMSBulk","Isporuka","NUMEROLOG","7669","7669"
"Akton_Bulk","BulkSubscriptionStarion","SrnInfostudStopPol","Delivery","Polovnjaci","4565","7499"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","IKEA.SRB","3138","7452"
"ComTradeITSS","ComTradeITSSBulkOnDemand","MT_SpecialCharSender","Pure_MT","e_intimo","3705","7410"
"Akton_Bulk","BulkSubscriptionStarion","COLLOID","Delivery","COLLOID","7387","7387"
"CePP","CePPBulkSubsciption","CortefielSmsBulk","Isporuka","CORTEFIEL","7268","7268"
"mtssi","BulkOnDemand","PostedMT","PureMT","posted","4835","7247"
"NTHMedia","NTHBulkFull","S1599TrefSpor","PureMT","Tref-Sport","7013","7013"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","DDORinfo","5869","7001"
"ComTradeITSS","ComTradeITSSBulkSubsciption","Bulk5005DR","Delivery","AVON.","5665","6980"
"NTHMedia","NthBulkOnDemand","N1599GOFITNESS","MT","GOFITNESS","6762","6917"
"NTHMedia","NTHBulkFull","S1599AKVojvod","PureMT","AKVojvodine","2303","6904"
"NTHMedia","NTHBulkFull","S1599INTERMED","PureMT","INTERMED","6896","6896"
"Fonlider","OneClickSubscriprionBulk","OneClickSMSBulk","Isporuka","GALENIKA","5666","6891"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","Ovlasceni","6820","6820"
"Akton_Bulk","BulkSubscriptionStarion","SrnPalilula","Delivery","GO_Palilula","3362","6724"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","SPEEDYkurir","3352","6672"
"NTHMedia","NTHBulkFull","S1599Club5","PureMT","Club5","3275","6550"
"Akton_Bulk","BulkSubscriptionStarion","SrnVizim","Delivery","VIZIM","4464","6520"
"Infobip","InfobipBulkSubscription","BETTYClub","MtSms","BETTYClub","6445","6507"
"Akton_Bulk","BulkSubscriptionStarion","SrnBulkSaDr2","Delivery","KLUB_BITEF","6496","6496"
"Infobip","InfobipBulkOnDemand","Banking_Infobip","1NonSmsCRDrB","ODDO","5966","6483"
"NTHMedia","NTHBulkFull","S1599SMSAgent","PureMT","SMSAgent","4567","6429"
"Infobip","InfobipBulkSubscription","Heartcount","MtSms","Heartcount","6317","6353"
"Akton_Bulk","BulkSubscriptionStarion","SrnPolycomBulk","Delivery","PorukaZaVas","5080","6270"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","PlanetaInfo","3656","6207"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","Alert","5917","5994"
"Akton_Bulk","BulkSubscriptionStarion","StarBet","Delivery","StarBet","5915","5915"
"ComTradeITSS","ComTradeITSSBulkOnDemand","MT_SpecialCharSender","Pure_MT","GENERALI.","4802","5847"
"NTHMedia","NTHBulkFull","S1599Djak_Sport_Spe","PureMT","Djak_Sport","5311","5771"
"ComTradeITSS","ComTradeITSSBulkOnDemand","MT_SpecialCharSender","Pure_MT","EKO.Serbia","5746","5746"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","fppd","5733","5733"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","SC-Servis","5709","5709"
"CePP","CeppBulkOnDemand","CeppBulkBanke","BulkBanke","KMSZTS","5634","5634"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKPORESKANoDL","Isporuka","Uzmi_Racun","2997","5558"
"Akton_Bulk","BulkSubscriptionStarion","SrnBulkSaDr2","Delivery","AMC","5528","5528"
"Infobip","InfobipBulkOnDemand","Banking_Infobip","1NonSmsCRDrB","RegVozila","4113","5412"
"Akton_Bulk","BulkSubscriptionStarion","SrnVasAstrolog","Delivery","VasAstrolog","5375","5375"
"Fonlider","OneClickSubscriprionBulk","OneClickSMSBulk","Isporuka","MKBalasevic","5318","5318"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKNoDL","Pure_MT","ApSrbotrade","3621","5240"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","OTPO","2582","5164"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","NAPLATA","2787","5075"
"Infobip","InfobipBulkSubscription","AutoRAD","MtSms","AutoRAD","2700","5045"
"Infobip","InfobipBulkSubscription","LINKIS","MtSms","IntSchool","4659","5027"
"NTHMedia","NTHBulkFull","NthSpecialCharSender","PureMT","API_Bank","5006","5006"
"NTHMedia","NTHBulkFull","S1599EQUILIBRIO_NS","PureMT","EQUILIBRIO_","3427","4996"
"Akton_Bulk","BulkOnDemand","SrnAssecoBO","pureMT","AIKBanka","4872","4878"
"Infobip","InfobipBulkSubscription","ADDIKO","Delivery","ADDIKOINFO","1611","4876"
"Akton_Bulk","BulkSubscriptionStarion","MANAmoda","Delivery","MANAmoda","4858","4858"
"Akton_Bulk","BulkSubscriptionStarion","ELBRACO","Delivery","ELBRACO","4753","4753"
"Akton_Bulk","BulkSubscriptionStarion","NasaKartica","Delivery","Nasa_app","4710","4710"
"NTHMedia","NTHBulkFull","S1599_NIT_RS_NTHSp","PureMT","NIT.RS","2337","4674"
"NTHMedia","NthBulkOnDemand","N_1599Univer_SMS_NthSpecK","MT","Univer_SMS","1409","4652"
"ComTradeITSS","ComTradeITSSBulkSubsciption","Bulk5005DR","Delivery","GrandCasino","2609","4583"
"NTHMedia","NTHBulkFull","S1599BENU","PureMT","BENU","2266","4532"
"NTHMedia","NTHBulkFull","S1599BalkanFun","PureMT","BalkanFun","2242","4484"
"NTHMedia","NthBulkOnDemand","N_1599BEKO","MT","BEKO","3329","4452"
"NTHMedia","NthBulkOnDemand","N1599SuperVero","MT","SuperVero","4412","4412"
"Infobip","InfobipBulkSubscription","BrazilBet","MtSms","BrazilBet","2391","4401"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","CocaCola","2161","4321"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","Mozzart","4290","4290"
"NTHMedia","NthBulkOnDemand","N_1599Tehnomedia","MT","Tehnomedia","1512","4254"
"Infobip","InfobipBulkOnDemand","Banking_Infobip","1NonSmsCRDrB","eDostava","2104","4226"
"NTHMedia","NTHBulkFull","S1599Superbet","PureMT","Superbet","4201","4201"
"Akton_Bulk","BulkSubscriptionStarion","SrnSudbina","Delivery","Sudbina","4087","4087"
"CePP","CeppBulkOnDemand","CeppBulkBanke","BulkBanke","Srpbank","3718","3718"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","BeotelNET","3705","3705"
"NTHMedia","NTHBulkFull","S1599DDG_Fashion","PureMT","DDG.Fashion","3642","3670"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKNoDL","Pure_MT","TSINFO","3644","3644"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","SavaOsig","2281","3639"
"Infobip","InfobipBulkOnDemand","Banking_Infobip","1NonSmsCRDrB","ClickJTI","3094","3608"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKNoDL","Pure_MT","teamFIT","3554","3554"
"NTHMedia","NTHBulkFull","S1599Tehnomanija","PureMT","Tehnomanija","2083","3528"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","BauLink","2370","3515"
"Akton_Bulk","BulkSubscriptionStarion","SrnTatjana","Delivery","Tatjana","1169","3507"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","AIKBanka","1507","3484"
"NTHMedia","NTHBulkFull","S1599Gigatron","PureMT","Gigatron","3336","3453"
"NTHMedia","NthBulkOnDemand","N_1599AuBrs","MT","AuB.rs","2555","3453"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKNoDL","Pure_MT","Oktagonbet","3373","3373"
"Akton_Bulk","BulkSubscriptionStarion","SrnBulkSaDr","Delivery","MrBeansport","3372","3372"
"Akton_Bulk","BulkSubscriptionStarion","SrnPalilula","Delivery","CKVD","1676","3352"
"ComTradeITSS","ComTradeITSSBulkOnDemand","MT_SpecialCharSender","Pure_MT","1xbet.rs","2975","3331"
"NTHMedia","NTHBulkFull","S1599Gravier","PureMT","Gravier","3290","3290"
"Akton_Bulk","BulkSubscriptionStarion","Lisca","Delivery","Lisca","3276","3276"
"ComTradeITSS","ComTradeITSSBulkOnDemand","MT_SpecialCharSender","Pure_MT","Digital.SRB","1631","3261"
"NTHMedia","NthBulkOnDemand","N_1599AHILEJGYM_NTHSpecChar","MT","AHILEJ-GYM","3124","3124"
"ComTradeITSS","ComTradeITSSBulkSubsciption","Bulk5005DR","Delivery","EKO_Serbia","3091","3091"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","Consilium","1014","3042"
"Infobip","InfobipBulkSubscription","LINKITS","MtSms","ITSITHS","2934","3034"
"Akton_Bulk","BulkSubscriptionStarion","SrnLACOSTE","Delivery","LACOSTE","3020","3020"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","SavaZivotno","1251","2999"
"Akton_Bulk","BulkSubscriptionStarion","SrnBulkSaDr","Delivery","OxySistemi","2511","2937"
"NTHMedia","NthBulkOnDemand","N_1599NS_Toplana_NS","MT","NS_Toplana","2560","2921"
"Akton_Bulk","BulkSubscriptionStarion","SrnADIDAS","Delivery","ADIDAS","2916","2916"
"Infobip","InfobipBulkSubscription","TaxiServis","Delivery","E-KNJIZICA","2825","2829"
"Akton_Bulk","BulkSubscriptionStarion","SrnAstroSavet","Delivery","AstroSavet","2793","2793"
"ComTradeITSS","ComTradeITSSBulkSubsciption","Bulk5005DR","Delivery","AVON","2776","2776"
"NTHMedia","NthBulkOnDemand","N_1599KvantumPlus","MT","KvantumPlus","2687","2688"
"NTHMedia","NthBulkOnDemand","oliveboxrsNthSpecK","MT","olivebox.rs","2633","2633"
"NTHMedia","NTHBulkFull","S1599OKTAGON","PureMT","OKTAGON","2570","2610"
"NTHMedia","NTHBulkFull","S1599Centifolia","PureMT","Centifolia","2599","2599"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","Universal","1868","2527"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","STCABLE","2521","2521"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","ontopo","2496","2500"
