provider_name,agreement_name,service_name,step_name,sender_name,requests,message_parts
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","DobarSluh","184","184"
"NTHMedia","NTHBulkFull","Tostelli_rs_NTHSp","PureMT","Tostelli.rs","184","184"
"Fonlider","OneClickPureMTbulk","OneClickSMSBulk1","PureMT","DOMING","177","177"
"NTHMedia","NthBulkOnDemand","N1599_mani","ISPORUKA","mani","177","177"
"Akton_Bulk","BulkSubscriptionStarion","SrnBulkSaDr2","Delivery","6218","83","176"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","Extrasports","56","168"
"NTHMedia","NTHBulkFull","S1599AVANGARDIA","PureMT","AVANGARDIA","167","167"
"Infobip","Infobip_OTT_SocNet","OTT_SocNet_Infobip","Isporuka","CCC.EU","166","166"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","IntesaLeas","163","163"
"Fonlider","OneClickPureMTbulk","OneClickSMSBulk1","PureMT","SPS_NS","84","159"
"Fonlider","OneClickPureMTbulk","OneClickSMSBulk1","PureMT","ENOTIFY","157","157"
"Akton_Bulk","BulkOnDemand","SrnAlgBO","PureMT","UniFon","156","156"
"NTHMedia","NthBulkOnDemand","N_1599SNS","MT","SNS","155","155"
"NTHMedia","NthBulkOnDemand","N_1599maeliars_NthSpecK","MT","maelia.rs","152","152"
"Infobip","InfobipBulkOnDemand","Banking_Infobip","1NonSmsCRDrB","MAXIDOM.RS","148","148"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKNoDL","Pure_MT","NasVrtic","146","146"
"ComTradeITSS","ComTradeITSSBulkOnDemand","MT_SpecialCharSender","Pure_MT","FABIOM.RS","146","146"
"Akton_Bulk","BulkSubscriptionStarion","SrnPolycomBulk","Delivery","Checkpoint","143","143"
"Akton_Bulk","BulkSubscriptionStarion","NPS","Delivery","NPS","71","142"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","adriaticbnk","47","141"
"NTHMedia","NTHBulkFull","S1599Medeja","PureMT","Medeja","133","137"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKNoDL","Pure_MT","FORMATIC","134","134"
"NTHMedia","NthBulkOnDemand","NTHBulkDirect","PureMT","Ag.Ciric","134","134"
"NTHMedia","NthBulkOnDemand","N_1599NINIA","MT","NINIA","129","129"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","Komsija","128","128"
"Akton_Bulk","BulkOnDemand","SrnAlgBO","PureMT","NEKRETNINE","127","127"
"Akton_Bulk","BulkSubscriptionStarion","SrnOrionAkt","Delivery","web_SMS","125","125"
"Infobip","InfobipBulkSubscription","CFOnlajn","MtSms","CFOnlajn","123","125"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKNoDL","Pure_MT","VP_INFO","124","124"
"Infobip","InfobipBulkSubscription","LINKIA","MtSms","IAcademy","62","124"
"Infobip","Infobip_OTT_SocNet","OTT_SocNet_Infobip","Isporuka","QSMS","121","124"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKNoDL","Pure_MT","FITSPORT","123","123"
"mtssi","BulkOnDemand","nisparking","PureMT","nisparking","122","122"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","Radio","119","119"
"Akton_Bulk","BulkSubscriptionStarion","SrnPolycomBulk","Delivery","PuzzleGroup","63","119"
"NTHMedia","NTHBulkFull","S1599Kupovina_DG_Sp","PureMT","Kupovina.DG","118","118"
"NTHMedia","NthBulkOnDemand","N_1599DERMOTIN","MT","DERMOTIN","57","114"
"ComTradeITSS","ComTradeITSSBulkSubsciption","Bulk5005DR2","Delivery","SINDIKAT","112","112"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","iFixServis","111","111"
"Akton_Bulk","BulkSubscriptionStarion","SrnBulkSaDr","Delivery","Propis_Soft","73","111"
"Akton_Bulk","BulkSubscriptionStarion","SrnBulkSaDr","Delivery","BACKUP","109","109"
"NTHMedia","NTHBulkFull","S1599MINI","PureMT","MINI","36","108"
"Akton_Bulk","BulkSubscriptionStarion","SrnPolycomBulk","Delivery","MANGA_TRIP","53","106"
"Infobip","Infobip_OTT_SocNet","OTT_SocNet_Infobip","Isporuka","Eurobank CY","105","106"
"Akton_Bulk","BulkSubscriptionStarion","Srn_LEAR","Delivery","LEAR","52","104"
"NTHMedia","NTHBulkFull","S1599ParketPlus","PureMT","ParketPlus","51","102"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","RLKJS","101","101"
"Fonlider","OneClickSubscriprionBulk","OneClickSMSBulk","Isporuka","VIVATBET","101","101"
"NTHMedia","NTHBulkFull","S1599Milka","PureMT","Milka","39","100"
"NTHMedia","NthBulkOnDemand","N1599AltaBanka","MT","AltaBanka","100","100"
"NTHMedia","NTHBulkFull","S1599Trcko_rs_SC (deleted)","PureMT","Trcko.rs","50","98"
"TelekomSrbija","TelekomSrbijaBulkOnDemand","TarifniDodaciMT","1NonSms","1221","91","98"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","APIBank","97","97"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","VITAPUR","96","96"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BulkFoCNotification","Notification","3737","96","96"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","AltaPay","47","94"
"NTHMedia","NthBulkOnDemand","N_1599Legat","MT","Legat","93","93"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","UOS.rs","92","92"
"Akton_Bulk","BulkSubscriptionStarion","SrnPolycomBulk","Delivery","TroskoviTim","92","92"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKBankeOTPNoDL","Pure_MT","SC24x7","92","92"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKNoDL","Pure_MT","Agrines","74","92"
"Infobip","InfobipBulkOnDemand","Banking_Infobip","1NonSmsCRDrB","ACPivasevic","88","92"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKNoDL","Pure_MT","Beo-Car","31","91"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","THEBODYSHOP","88","88"
"Akton_Bulk","BulkSubscriptionStarion","SrnBulkSaDr","Delivery","E-Gimnazija","77","85"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","BATGLO","83","83"
"NTHMedia","NthBulkOnDemand","N_1599drop","MT","drop","83","83"
"Akton_Bulk","BulkSubscriptionStarion","REVITA","Delivery","REVITA","82","82"
"Akton_Bulk","BulkSubscriptionStarion","SrnPolycomBulk","Delivery","TripTopInfo","28","82"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","PKS","28","82"
"NTHMedia","NTHBulkFull","S1599TOYZZZ","PureMT","TOYZZZ","80","80"
"CePP","CeppBulkOnDemand","CeppBulkBanke","BulkBanke","Telepregled","75","79"
"Infobip","InfobipBulkSubscription","ECONOMIST","MtSms","ECONOMIST","79","79"
"Akton_Bulk","BulkSubscriptionStarion","SrnBulkSaDr2","Delivery","TenPro","78","78"
"Infobip","Infobip_OTT_SocNet","OTT_SocNet_Infobip","Isporuka","Infobip","77","77"
"NTHMedia","NthBulkOnDemand","N_1599NLB","MT","NLB","77","77"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","Draexlmaier","66","74"
"Akton_Bulk","BulkSubscriptionStarion","Syngenta","Delivery","Syngenta","74","74"
"Akton_Bulk","BulkSubscriptionStarion","SrnAutoMika","Delivery","AutoMika","73","73"
"Infobip","InfobipBulkSubscription","VALAMAR","MtSms","VALAMAR","72","72"
"Akton_Bulk","BulkSubscriptionStarion","SrnBulkSaDr","Delivery","100zena","39","71"
"NTHMedia","NthBulkOnDemand","N_1599Appointfix","MT","Appointfix","62","68"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","eAssessor","32","64"
"NTHMedia","NTHBulkFull","S1599COMPLAND","PureMT","COMPLAND","62","62"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","Converse.","60","60"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKNoDL","Pure_MT","BabyPalace","57","57"
"Infobip","InfobipBulkOnDemand","Banking_Infobip","1NonSmsCRDrB","VELUX Club","57","57"
"Infobip","InfobipBulkSubscription","TimJurisic","MtSms","TimJurisic","57","57"
"CePP","CePPBulkSubsciption","CePPSmsBulkDr","Delivery","PurSolution","31","56"
"Infobip","InfobipBulkSubscription","JASMIN","MtSms","JASMIN","15","54"
"NTHMedia","NthBulkOnDemand","N_1599KONTIKI","Isporuka","KONTIKI","36","54"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","ModineSRB","27","52"
"NTHMedia","NTH_OTT_SocNet","OTT_Microsoft","Isporuka","Microsoft","52","52"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKNoDL","Pure_MT","EUROPROM","51","51"
"NTHMedia","NTHBulkFull","S1599TERMOMETAL","PureMT","TERMOMETAL","50","50"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","Trendmaker","16","49"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","LINDEX","49","49"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","OKOIOKO","48","48"
"Akton_Bulk","BulkSubscriptionStarion","SrnBulkSaDr","Delivery","SMSTISZA","20","48"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKNoDL","Pure_MT","EuroPetrol","48","48"
"Fonlider","OneClickPureMTbulk","OneClickSMSBulk1","PureMT","SmartLab","24","48"
"Infobip","Infobip_OTT_SocNet","OTT_SocNet_Infobip","Isporuka","SANDP","48","48"
"NTHMedia","NthBulkOnDemand","N_1599KnjazNatura","MT","KnjazNatura","48","48"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","Seat_servis","23","46"
"NTHMedia","NTHBulkFull","S1599_TIS_doo","PureMT","TIS_doo","23","46"
"mtssi","BulkOnDemand","LINKINPRO","PureMT","LINKINPRO","30","44"
"Akton_Bulk","BulkSubscriptionStarion","SrnBulkSaDr","Delivery","Dalamber","42","42"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","CTservis","21","42"
"NTHMedia","NthBulkOnDemand","N_1599Stim_studio_NthSpecK","MT","Stim_studio","42","42"
"Infobip","Infobip_OTT_SocNet","OTT_SocNet_Infobip","Isporuka","Cosmetics","41","41"
"NTHMedia","NTHBulkFull","S1599G4S","PureMT","G4S","40","40"
"NTHMedia","NthBulkOnDemand","N_1599RIK","PureMT","RIK","40","40"
"CePP","CePPBulkSubsciption","CePPSmsBulkDr","Delivery","JUM-Merosin","39","39"
"NTHMedia","NthBulkOnDemand","N_1599AUTHMSG","MT","AUTHMSG","39","39"
"Infobip","InfobipBulkOnDemand","Banking_Infobip","1NonSmsCRDrB","GEELY","26","38"
"Infobip","InfobipBulkSubscription","LINKBA","MtSms","BAcademy","19","38"
"CePP","CePPBulkSubsciption","CePPSmsBulkDr","Delivery","eUprava","37","37"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","Jacadi","36","36"
"Akton_Bulk","BulkSubscriptionStarion","SrnBulkSaDr","Delivery","AeraGroup","18","36"
"Akton_Bulk","BulkSubscriptionStarion","Thing_Solver","Delivery","Thingsolver","36","36"
"Akton_Bulk","BulkSubscriptionStarion","SrnBulkSaDr","Delivery","FabrikaUMKA","16","35"
"Akton_Bulk","BulkSubscriptionStarion","SrnPolycomBulk","Delivery","LORIJEN","35","35"
"Akton_Bulk","BulkSubscriptionStarion","SrnPolycomBulk","Delivery","SG_JAGODINA","17","34"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","TelixUE","33","33"
"Infobip","Infobip_OTT_SocNet","OTT_SocNet_Infobip","Isporuka","cdbbank","32","32"
"CePP","CeppBulkOnDemand","VsdSmsNotifikacije","pureMT","VSD","31","31"
"NTHMedia","NthBulkOnDemand","N1599Crystalline","MT","Crystalline","30","30"
"Akton_Bulk","BulkSubscriptionStarion","SrnBulkSaDr","Delivery","NorDent","14","28"
"Infobip","Infobip_OTT_SocNet","OTT_SocNet_Infobip","Isporuka","IBKR","28","28"
"NTHMedia","NthBulkOnDemand","N_1599BIGBLUE","Isporuka","BIGBLUE","26","28"
"Infobip","InfobipBulkSubscription","BalkanBet","MtSms","BalkanBet","27","27"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","GlobalSRB","8","26"
"Akton_Bulk","BulkSubscriptionStarion","SrnBulkSaDr","Delivery","ProfiSistem","13","26"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","CONVERSE","26","26"
"NTHMedia","NTHBulkFull","S1599DeltaMotors","PureMT","DeltaMotors","13","25"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","tike.","9","24"
"Akton_Bulk","BulkOnDemand","SrnAssecoBO","pureMT","MIRABANK","24","24"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","EastBox","13","24"
"NTHMedia","NthBulkOnDemand","N1599_C12","ISPORUKA","C12","24","24"
"NTHMedia","NthBulkOnDemand","N_1599LGE","MT","LGE","12","24"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","OTPLEASING","13","23"
"Akton_Bulk","BulkSubscriptionStarion","SrnBulkSaDr","Delivery","MediaSms","11","22"
"CePP","CePPBulkSubsciption","CePPSmsBulkDr","Delivery","JUM-VRBAS","11","22"
"NTHMedia","NTHBulkFull","NTHSpecK","PureMT","Delta_Auto","11","22"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","SexyShop","21","21"
"ComTradeITSS","ComTradeITSSBulkSubsciption","Bulk5005DR2","Delivery","Tempus","20","20"
"Infobip","Infobip_OTT_SocNet","OTT_SocNet_Infobip","Isporuka","VisaAssist","15","20"
"NTHMedia","NTHBulkFull","S1599s_Oliver_NthSpecK","PureMT","s.Oliver","19","19"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","Comtrade","15","18"
"Infobip","InfobipBulkSubscription","KMAG","MtSms","KMAG","18","18"
"NTHMedia","NthBulkOnDemand","N1599eOtpremnica","MT","eOtpremnica","18","18"
"NTHMedia","NthBulkOnDemand","N_1599silux","PureMT","silux","10","18"
"Infobip","Infobip_OTT_SocNet","OTT_SocNet_Infobip","Isporuka","CLNTAM","17","17"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","SMFashion","11","16"
"NTHMedia","NthBulkOnDemand","N_1599Nutricia","MT","Nutricia","16","16"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","Tasty","15","15"
"NTHMedia","NthBulkOnDemand","N1599BPS_BL_NthSpecK","MT","BPS_BL","15","15"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","YUnet","14","14"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKNoDL","Pure_MT","Reklamacije","13","13"
"ComTradeITSS","ComTradeITSSBulkOnDemand","MT_SpecialCharSender","Pure_MT","WINNER_CLUB","6","12"
"NTHMedia","NTHBulkFull","S1599CERESIT","Isporuka","CERESIT","6","12"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","VITOROG","11","11"
"CePP","CePPBulkSubsciption","CePPSmsBulkDr","Delivery","AgroTopVSG","11","11"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKNoDL","Pure_MT","CityPortal","11","11"
"Infobip","Infobip_OTT_SocNet","OTT_SocNet_Infobip_2","Isporuka","Lognet","11","11"
"NTHMedia","NTH_OTT_SocNet","OTT_WhatsApp","Isporuka","WhatsApp","11","11"
"Fonlider","OneClickPureMTbulk","OneClickSMSBulk1","PureMT","PM_Webshop","10","10"
"Akton_Bulk","BulkSubscriptionStarion","SrnBulkSaDr","Delivery","PhoneDate","5","9"
"NTHMedia","NthBulkOnDemand","N_1599Axios","MT","Axios","9","9"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","GoOut","8","8"
"NTHMedia","NTHBulkFull","S1599_KnightsKEY","PureMT","KnightsKEY","8","8"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","LCW","7","7"
"Infobip","Infobip_OTT_SocNet","OTT_SocNet_Infobip","Isporuka","BancaMPS","7","7"
"NTHMedia","NTH_OTT_SocNet","OTT_Viber","Isporuka","Viber","7","7"
"NTHMedia","NthBulkOnDemand","N_1599demors","MT","demors","4","7"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","Runnmore","2","6"
"CePP","CeppBulkOnDemand","CePP_SpecChSender","Isporuka","ca.posta.rs","6","6"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKNoDL","Pure_MT","OfficeShoes","6","6"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKNoDL","Pure_MT","Planet_Bike","6","6"
"ComTradeITSS","ComTradeITSSBulkOnDemand","MT_SpecialCharSender","Pure_MT","eBooking.rs","6","6"
"Infobip","Infobip_OTT_SocNet","OTT_SocNet_Infobip","Isporuka","hcloud","6","6"
"NTHMedia","NthBulkOnDemand","N_1599Marketino","MT","Marketino","2","6"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","Europrofil","5","5"
"CePP","CeppBulkOnDemand","CePP_InfoStanjeSender","Isporuka","SimplyWorks","5","5"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","DostavaNB","5","5"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK_OTPBankaSpecCh","Pure_MT","2323","4","5"
"ComTradeITSS","ComTradeITSSBulkSubsciption","Bulk5005DR2","Delivery","FishZelenis","5","5"
"Infobip","InfobipBulkSubscription","MEDILIP_ADRIA_S_DOO","MtSms","Active-Luxe","5","5"
"NTHMedia","NTHBulkFull","S15993535","Isporuka","3535","5","5"
"NTHMedia","NTHBulkFull","S1599_Smartsy","PureMT","Smartsy","5","5"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","PRAVNI-NS","4","4"
"CePP","CePPBulkSubsciption","CePPSmsBulkDr","Delivery","JUM-RASKA","4","4"
"CePP","CeppBulkOnDemand","CeppBulkBanke","BulkBanke","NKOSK","4","4"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULK5005NoDL","1NonSmsCRDrB","SmsInfo","4","4"
"ComTradeITSS","ComTradeITSSBulkOnDemand","MT_SpecialCharSender","Pure_MT","posted.","4","4"
"Fonlider","OneClickSubscriprionBulk","OneClickSMSBulk","Isporuka","PRESIDENTE","2","4"
"Infobip","InfobipBulkSubscription","INTERSPORT","MtSms","INTERSPORT","4","4"
"Infobip","Infobip_OTT_SocNet","OTT_SocNet_Infobip_2","Isporuka","Yousign","4","4"
"NTHMedia","NTHBulkFull","S1599LuGo","PureMT","LuGo","4","4"
"NTHMedia","NthBulkOnDemand","N_1599DUOSEC (deleted)","MT","DUOSEC","4","4"
"mtssi","BulkOnDemand","Milolepo","PureMT","Milolepo","4","4"
"Akton_Bulk","BulkSubscriptionStarion","SrnInfoZgrada","Delivery","InfoZgrada","2","3"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BulkFoCNotification","Notification","1918","3","3"
"Infobip","InfobipBulkOnDemand","Banking_Infobip","1NonSmsCRDrB","ISB","2","3"
"Infobip","Infobip_OTT_SocNet","OTT_SocNet_Infobip_2","Isporuka","DnB","3","3"
"NTHMedia","NTHBulkFull","S1599ANSIGO","PureMT","ANSIGO","3","3"
"NTHMedia","NTHBulkFull","S1599GloSrbija","PureMT","GloSrbija","3","3"
"NTHMedia","NthBulkOnDemand","N_1599DISCORD","MT","DISCORD","3","3"
"Akton_Bulk","BulkSubscriptionStarion","SNSStariGrad","Delivery","SNS_SG","2","2"
"Akton_Bulk","BulkSubscriptionStarion","SrnPolycomBulk","Delivery","Avangardia","2","2"
"Akton_Bulk","BulkSubscriptionStarion","SrnPolycomBulk","Delivery","DentIN","2","2"
"CePP","CePPBulkSubsciption","CePPSmsBulkDr","Delivery","JUM-Svrljig","2","2"
"ComTradeITSS","Comtrade_OTT_SocNet","OTT_SocNet_Comtrade","Isporuka","Allip_Info","2","2"
"Fonlider","OneClickSubscriprionBulk","OneClickSMSBulk","Isporuka","LOTOS","2","2"
"Infobip","InfobipBulkOnDemand","Banking_Infobip","1NonSmsCRDrB","BG.E-Servis","1","2"
"Infobip","InfobipBulkOnDemand","Banking_Infobip","1NonSmsCRDrB","DEKRA","2","2"
"Infobip","InfobipBulkOnDemand","Banking_Infobip","1NonSmsCRDrB","SPORTBONUS","2","2"
"Infobip","Infobip_OTT_SocNet","OTT_SocNet_Infobip_2","Isporuka","VOLCANOBET","2","2"
"NTHMedia","NTHBulkFull","S1599CENTAR_E8NTHSp","PureMT","CENTAR_E8","1","2"
"NTHMedia","NTHBulkFull","S1599WINBET","PureMT","WINBET","2","2"
"NTHMedia","NthBulkOnDemand","N_1599SIGNAL","MT","SIGNAL","2","2"
"NTHMedia","NthBulkOnDemand","N_1599TikTok","MT","TikTok","2","2"
"NTHMedia","NthBulkOnDemand","N_1599VonageAPI","MT","VonageAPI","2","2"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","INFOTIM","1","1"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","SagaSupport","1","1"
"Akton_Bulk","BulkOnDemand","SRNBULKZAODJAVU","PURE_MT","SmartPart","1","1"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKNoDL","Pure_MT","CARIBIC","1","1"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKNoDL","Pure_MT","Converse","1","1"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKNoDL","Pure_MT","Lindex","1","1"
"ComTradeITSS","ComTradeITSSBulkOnDemand","BULKNoDL","Pure_MT","SECURITAS","1","1"
"ComTradeITSS","ComTradeITSSBulkSubsciption","Bulk5005DR2","Delivery","AstroBejb","1","1"
"ComTradeITSS","ComTradeITSSBulkSubsciption","Bulk5005DR2","Delivery","PMC","1","1"
"Halcom","HalcomBulkOnDemand","ALMSGGWNoDL","PureMT","Halcom","1","1"
"Infobip","InfobipBulkAnketa","4589DopuniSe_Anketa","Anketa","4589","1","1"
"Infobip","InfobipBulkAnketa","6061Rori_Anketa","Anketa","6061","1","1"
"Infobip","Infobip_OTT_SocNet","OTT_SocNet_Infobip","Isporuka","Wakie","1","1"
"NTHMedia","NTHBulkFull","S1599MOBILITY","PureMT","MOBILITY","1","1"
"NTHMedia","NTHBulkFull","S1599MaxiPodovi","PureMT","MaxiPodovi","1","1"
"NTHMedia","NTHBulkFull","S1599MerkurXtip","PureMT","MerkurXtip","1","1"
"NTHMedia","NTHBulkFull","S1599Moon_SushiNTHSp","PureMT","Moon_Sushi","1","1"
"NTHMedia","NTHBulkFull","S1599Vitapur","PureMT","Vitapur","1","1"
"NTHMedia","NTHBulkFull","S1599ZLF_NDMBGD","PureMT","ZLF_NDMBGD","1","1"
"NTHMedia","NthBulkOnDemand","N_1599Eprodavnica","MT","Eprodavnica","1","1"
"NTHMedia","NthBulkOnDemand","N_1599OKX","MT","OKX","1","1"
"NTHMedia","NthBulkOnDemand","N_1599Payoneer","MT","Payoneer","1","1"
"NTHMedia","NthBulkOnDemand","N_1599SkodaAuto","MT","SkodaAuto","1","1"
"NTHMedia","NthBulkOnDemand","N_1599ZARA","MT","ZARA","1","1"
